Brand,Model,Year,Body Type,Cylinders,Fuel Economy Highway,Fuel Economy City,Fuel Economy Average,Seats,Transmission,Make,Style,Horsepower,Fuel Type,Color,Miles Driven,Condition,Title Status,Damages,Number of Owners,Title Available,Payment Status,Sale Price
Mercedes,GLE,2002,Sedan,3,25.1,17.2,21.1,3,Dual-Clutch,Mercedes,Mercedes GLE Sedan,511,Diesel,Silver,24694,Used,Salvage,Frame Damage,1,Not Available,Paid,36341.29
Kia,Sorento,2019,Sedan,8,21.9,18.7,20.3,2,Manual,Kia,Kia Sorento Sedan,541,Diesel,Silver,239504,Used,Salvage,Frame Damage,3,Available,Unpaid,24111.6
Mercedes,E-Class,2005,Coupe,6,22.2,14.9,18.6,2,CVT,Mercedes,Mercedes E-Class Coupe,550,Diesel,Silver,128557,New,Salvage,Flood Damage,2,Available,Paid,67729.98
Honda,CR-V,2004,Sedan,3,36.3,28.5,32.4,5,CVT,Honda,Honda CR-V Sedan,435,Diesel,Silver,15256,Used,Rebuilt,Severe Collision,1,Available,Paid,17613.47
Hyundai,Tucson,2012,Convertible,4,16.4,10.6,13.5,7,Automatic,Hyundai,Hyundai Tucson Convertible,580,Diesel,Silver,237449,Used,Rebuilt,Minor Scratches,5,Available,Paid,65853.28
Toyota,Camry,2009,Truck,3,28.7,26,27.4,4,CVT,Toyota,Toyota Camry Truck,390,Diesel,Silver,305,Used,Clean,None,3,Available,Paid,13936.26
Honda,Fit,1996,Hatchback,8,26.4,22.4,24.4,3,Manual,Honda,Honda Fit Hatchback,471,Diesel,Silver,248439,Used,Rebuilt,Frame Damage,4,Not Available,Paid,63913.89
Nissan,Pathfinder,1998,SUV,3,21.9,16.1,19,6,Manual,Nissan,Nissan Pathfinder SUV,480,Diesel,Silver,135134,Used,Clean,None,3,Not Available,Unpaid,21413.96
BMW,M4,1995,Coupe,12,29.6,24.4,27,5,Automatic,BMW,BMW M4 Coupe,553,Diesel,Silver,50122,New,Rebuilt,Minor Scratches,1,Available,Paid,46406.07
Ford,F-150,2006,Coupe,6,30.9,25.2,28,7,Manual,Ford,Ford F-150 Coupe,108,Diesel,Silver,43627,New,Salvage,Frame Damage,2,Available,Paid,69164.82
Hyundai,Santa Fe,2001,Sedan,12,34.8,26.7,30.8,2,Manual,Hyundai,Hyundai Santa Fe Sedan,419,Diesel,Silver,165338,Used,Salvage,Minor Scratches,4,Available,Unpaid,69390.31
Toyota,Highlander,2005,Coupe,4,21.8,13.3,17.6,6,Manual,Toyota,Toyota Highlander Coupe,167,Diesel,Silver,48195,New,Salvage,Flood Damage,3,Not Available,Unpaid,38797.4
Chevrolet,Tahoe,2012,Wagon,10,33.8,25.7,29.8,3,Automatic,Chevrolet,Chevrolet Tahoe Wagon,538,Diesel,Silver,74214,Used,Clean,None,3,Not Available,Paid,73091.98
Subaru,Crosstrek,2023,SUV,12,20.8,14.6,17.7,2,Automatic,Subaru,Subaru Crosstrek SUV,438,Diesel,Silver,206736,New,Rebuilt,Frame Damage,4,Not Available,Unpaid,63996.3
Ford,Mustang,2018,Hatchback,12,19.3,10.2,14.8,4,Automatic,Ford,Ford Mustang Hatchback,456,Diesel,Silver,106100,New,Salvage,Severe Collision,1,Not Available,Unpaid,49342.08
Chevrolet,Impala,2004,Truck,12,34.9,28.2,31.5,6,Dual-Clutch,Chevrolet,Chevrolet Impala Truck,375,Diesel,Silver,104571,Used,Clean,None,1,Not Available,Paid,66921.99
Ford,F-150,2004,Sedan,8,16.9,13.7,15.3,3,Dual-Clutch,Ford,Ford F-150 Sedan,367,Diesel,Silver,180507,New,Rebuilt,Minor Scratches,4,Not Available,Paid,19502.51
Subaru,Impreza,2020,SUV,8,34.7,27.9,31.3,7,Dual-Clutch,Subaru,Subaru Impreza SUV,528,Diesel,Silver,222003,Used,Clean,None,4,Available,Unpaid,63622.6
Hyundai,Elantra,2008,Truck,6,22.3,14,18.1,4,Automatic,Hyundai,Hyundai Elantra Truck,422,Diesel,Silver,80956,New,Rebuilt,Minor Scratches,4,Not Available,Paid,43855.48
Chevrolet,Malibu,2013,Convertible,8,30.6,27.2,28.9,6,Automatic,Chevrolet,Chevrolet Malibu Convertible,261,Diesel,Silver,26239,New,Rebuilt,Minor Scratches,4,Not Available,Unpaid,37402.71
Kia,Sorento,2015,Truck,4,25.1,22.1,23.6,7,Automatic,Kia,Kia Sorento Truck,118,Diesel,Silver,145000,Used,Rebuilt,Flood Damage,5,Not Available,Unpaid,69470.76
Kia,Telluride,1999,Sedan,3,33.9,28.4,31.1,5,CVT,Kia,Kia Telluride Sedan,340,Diesel,Silver,244815,Used,Clean,None,4,Available,Unpaid,49541.33
Mercedes,GLC,2001,SUV,12,25.5,17.9,21.7,3,Dual-Clutch,Mercedes,Mercedes GLC SUV,311,Diesel,Silver,145814,Used,Rebuilt,Frame Damage,4,Available,Paid,51006.47
Nissan,Altima,2003,Truck,3,24.4,18.2,21.3,2,Dual-Clutch,Nissan,Nissan Altima Truck,419,Diesel,Silver,66132,Used,Rebuilt,Frame Damage,4,Not Available,Paid,60926.31
Nissan,Frontier,2022,Convertible,3,29.7,21.7,25.7,4,Automatic,Nissan,Nissan Frontier Convertible,466,Diesel,Silver,46310,New,Rebuilt,Minor Scratches,2,Not Available,Unpaid,21883.93
Hyundai,Tucson,2002,Wagon,12,18.9,11.5,15.2,3,Dual-Clutch,Hyundai,Hyundai Tucson Wagon,342,Diesel,Silver,78775,New,Salvage,Severe Collision,5,Not Available,Paid,43675.92
BMW,X3,2007,Convertible,8,27.9,25,26.4,7,Automatic,BMW,BMW X3 Convertible,413,Diesel,Silver,63776,New,Clean,None,1,Not Available,Unpaid,78943.42
BMW,X3,1997,Wagon,12,23.7,18.6,21.1,5,Manual,BMW,BMW X3 Wagon,157,Diesel,Silver,161628,New,Salvage,Flood Damage,3,Not Available,Paid,9027.96
Mercedes,GLE,2009,Wagon,6,34.8,29.7,32.2,3,Automatic,Mercedes,Mercedes GLE Wagon,252,Diesel,Silver,167833,Used,Rebuilt,Severe Collision,1,Not Available,Paid,50947.2
Honda,Accord,2019,SUV,10,26.4,22.1,24.2,4,Automatic,Honda,Honda Accord SUV,248,Diesel,Silver,99426,Used,Rebuilt,Severe Collision,1,Available,Paid,24953.43
Subaru,Outback,1999,SUV,4,34.8,27.1,30.9,4,Automatic,Subaru,Subaru Outback SUV,561,Diesel,Silver,246978,Used,Clean,None,2,Not Available,Paid,33188.93
BMW,5 Series,2017,Hatchback,8,22.8,15.3,19.1,4,Dual-Clutch,BMW,BMW 5 Series Hatchback,469,Diesel,Silver,163364,New,Salvage,Severe Collision,3,Available,Unpaid,71065.3
BMW,M4,1995,Wagon,3,35.9,29.8,32.9,7,Dual-Clutch,BMW,BMW M4 Wagon,257,Diesel,Silver,92154,Used,Clean,None,2,Not Available,Unpaid,32456.91
Nissan,Sentra,2017,Wagon,4,15.9,10.5,13.2,4,Automatic,Nissan,Nissan Sentra Wagon,494,Diesel,Silver,222530,New,Clean,None,3,Available,Paid,32355.95
Kia,Optima,1995,Convertible,10,34.5,27.6,31.1,6,Manual,Kia,Kia Optima Convertible,108,Diesel,Silver,152547,New,Rebuilt,Frame Damage,1,Not Available,Paid,48804.86
Subaru,Crosstrek,2003,SUV,3,27.7,23,25.4,5,Dual-Clutch,Subaru,Subaru Crosstrek SUV,236,Diesel,Silver,203039,New,Clean,None,2,Available,Unpaid,27097.38
Kia,Sorento,2004,Hatchback,3,34.1,24.2,29.1,5,Automatic,Kia,Kia Sorento Hatchback,563,Diesel,Silver,112672,Used,Clean,None,3,Not Available,Unpaid,62120.9
Hyundai,Kona,2016,SUV,6,18.5,11.7,15.1,3,CVT,Hyundai,Hyundai Kona SUV,450,Diesel,Silver,114186,Used,Salvage,Minor Scratches,2,Available,Unpaid,34245.63
Hyundai,Kona,2016,Wagon,12,26.7,20.2,23.4,7,Manual,Hyundai,Hyundai Kona Wagon,186,Diesel,Silver,12710,Used,Clean,None,2,Available,Unpaid,21661.61
Ford,Mustang,2017,Convertible,10,36,27.9,31.9,7,CVT,Ford,Ford Mustang Convertible,302,Diesel,Silver,41402,Used,Salvage,Flood Damage,5,Not Available,Unpaid,51920.32
Subaru,Impreza,2019,SUV,6,35.7,27.3,31.5,6,Automatic,Subaru,Subaru Impreza SUV,263,Diesel,Silver,129341,New,Clean,None,3,Available,Paid,9298.52
Kia,Sportage,2022,Sedan,8,28.7,25.2,26.9,3,Automatic,Kia,Kia Sportage Sedan,301,Diesel,Silver,232233,New,Rebuilt,Flood Damage,5,Not Available,Paid,58464.74
Chevrolet,Malibu,2012,Wagon,12,21.9,13.3,17.6,3,CVT,Chevrolet,Chevrolet Malibu Wagon,477,Diesel,Silver,22282,Used,Rebuilt,Flood Damage,2,Available,Unpaid,50302.81
Chevrolet,Tahoe,2016,Convertible,3,19.2,11.9,15.6,7,Dual-Clutch,Chevrolet,Chevrolet Tahoe Convertible,532,Diesel,Silver,21482,New,Salvage,Minor Scratches,5,Available,Paid,6393.18
Toyota,Camry,2023,Convertible,4,33.8,28.6,31.2,3,CVT,Toyota,Toyota Camry Convertible,220,Diesel,Silver,124937,New,Clean,None,1,Available,Unpaid,36027.52
Honda,Fit,2019,Wagon,12,20.6,14.7,17.6,7,Dual-Clutch,Honda,Honda Fit Wagon,235,Diesel,Silver,20969,Used,Rebuilt,Frame Damage,4,Available,Paid,72400.47
Nissan,Rogue,1996,Hatchback,12,28.6,26.4,27.5,5,Automatic,Nissan,Nissan Rogue Hatchback,389,Diesel,Silver,186261,New,Rebuilt,Frame Damage,3,Available,Paid,70481.59
Subaru,Legacy,2019,SUV,4,29.2,23.4,26.3,2,Dual-Clutch,Subaru,Subaru Legacy SUV,485,Diesel,Silver,147131,New,Salvage,Flood Damage,4,Available,Paid,31304.79
BMW,X5,2019,Convertible,8,33.2,26.8,30,2,Dual-Clutch,BMW,BMW X5 Convertible,135,Diesel,Silver,231654,New,Clean,None,4,Available,Paid,40676.34
Hyundai,Kona,2019,Truck,8,27.9,24.4,26.1,4,Automatic,Hyundai,Hyundai Kona Truck,181,Diesel,Silver,216246,New,Rebuilt,Minor Scratches,1,Not Available,Paid,9034.08
Honda,Civic,2007,Sedan,12,37.2,30,33.6,7,CVT,Honda,Honda Civic Sedan,179,Diesel,Silver,81165,Used,Rebuilt,Frame Damage,2,Available,Paid,31576.83
Subaru,Forester,2009,Coupe,8,30.9,28.2,29.5,2,Automatic,Subaru,Subaru Forester Coupe,233,Diesel,Silver,189933,New,Salvage,Frame Damage,4,Not Available,Unpaid,18970.15
Subaru,Crosstrek,2006,Truck,6,26.2,22.1,24.1,2,Dual-Clutch,Subaru,Subaru Crosstrek Truck,433,Diesel,Silver,220877,New,Clean,None,1,Available,Unpaid,62136.98
Honda,Accord,1995,Convertible,3,20.9,16.7,18.8,4,Manual,Honda,Honda Accord Convertible,569,Diesel,Silver,207073,Used,Clean,None,4,Available,Paid,48438.42
Chevrolet,Impala,2002,SUV,12,22.4,16.8,19.6,4,CVT,Chevrolet,Chevrolet Impala SUV,165,Diesel,Silver,8872,New,Rebuilt,Flood Damage,5,Available,Unpaid,71242.63
Chevrolet,Tahoe,2017,Wagon,12,18.6,15.9,17.2,4,Automatic,Chevrolet,Chevrolet Tahoe Wagon,127,Diesel,Silver,167214,Used,Clean,None,2,Available,Paid,61833.34
Mercedes,S-Class,2011,Hatchback,6,21.2,13,17.1,4,Manual,Mercedes,Mercedes S-Class Hatchback,327,Diesel,Silver,234492,Used,Clean,None,3,Not Available,Unpaid,57203.49
Chevrolet,Impala,1995,Convertible,8,30.8,23.8,27.3,5,Automatic,Chevrolet,Chevrolet Impala Convertible,233,Diesel,Silver,84130,New,Clean,None,4,Not Available,Unpaid,12947.45
BMW,X3,1997,Coupe,12,31.6,25.9,28.8,5,Manual,BMW,BMW X3 Coupe,165,Diesel,Silver,102830,Used,Salvage,Frame Damage,3,Not Available,Unpaid,5448.15
Hyundai,Santa Fe,2008,Wagon,3,22.3,14.6,18.4,4,Dual-Clutch,Hyundai,Hyundai Santa Fe Wagon,507,Diesel,Silver,143608,New,Clean,None,2,Available,Paid,38387.91
Nissan,Pathfinder,2012,Coupe,10,25,15.4,20.2,3,Automatic,Nissan,Nissan Pathfinder Coupe,233,Diesel,Silver,233420,New,Rebuilt,Severe Collision,2,Not Available,Paid,51402.89
Subaru,Outback,1996,Wagon,10,33.4,25.5,29.4,2,CVT,Subaru,Subaru Outback Wagon,100,Diesel,Silver,57014,Used,Clean,None,2,Available,Unpaid,52750.32
Mercedes,E-Class,2013,SUV,12,37.7,28.1,32.9,6,Dual-Clutch,Mercedes,Mercedes E-Class SUV,503,Diesel,Silver,217788,Used,Clean,None,4,Available,Unpaid,35411.37
Toyota,RAV4,2022,Wagon,8,20,13.4,16.7,4,Manual,Toyota,Toyota RAV4 Wagon,286,Diesel,Silver,44016,New,Salvage,Flood Damage,5,Available,Paid,20872.54
BMW,M4,2021,Convertible,3,17.2,14.3,15.8,5,Automatic,BMW,BMW M4 Convertible,548,Diesel,Silver,15159,Used,Salvage,Minor Scratches,5,Not Available,Unpaid,40373.52
Hyundai,Tucson,2014,Hatchback,3,19.7,13,16.4,3,Automatic,Hyundai,Hyundai Tucson Hatchback,504,Diesel,Silver,144019,Used,Rebuilt,Minor Scratches,3,Not Available,Unpaid,26624.46
Chevrolet,Equinox,2020,Sedan,3,21,12.7,16.9,7,Automatic,Chevrolet,Chevrolet Equinox Sedan,316,Diesel,Silver,166937,New,Rebuilt,Flood Damage,3,Not Available,Unpaid,7803.48
Nissan,Altima,2000,Truck,4,30.5,22.8,26.6,6,Manual,Nissan,Nissan Altima Truck,528,Diesel,Silver,199648,Used,Rebuilt,Severe Collision,3,Not Available,Unpaid,63534.73
Hyundai,Kona,1998,Truck,6,24,17.8,20.9,7,Manual,Hyundai,Hyundai Kona Truck,165,Diesel,Silver,33886,Used,Clean,None,4,Available,Unpaid,7936.04
Chevrolet,Malibu,2016,Wagon,10,28.4,18.6,23.5,6,Manual,Chevrolet,Chevrolet Malibu Wagon,196,Diesel,Silver,104450,New,Rebuilt,Frame Damage,1,Not Available,Paid,14017.03
Chevrolet,Equinox,2015,Truck,6,24.5,18.2,21.4,3,Manual,Chevrolet,Chevrolet Equinox Truck,568,Diesel,Silver,130685,Used,Rebuilt,Minor Scratches,2,Available,Paid,10748.36
Subaru,Forester,2012,Convertible,8,20.9,16.2,18.5,2,Manual,Subaru,Subaru Forester Convertible,369,Diesel,Silver,94994,Used,Salvage,Severe Collision,2,Not Available,Paid,50235.37
Chevrolet,Impala,2020,Coupe,12,24,18.4,21.2,2,CVT,Chevrolet,Chevrolet Impala Coupe,150,Diesel,Silver,122860,Used,Rebuilt,Severe Collision,5,Available,Unpaid,75879.25
Kia,Soul,2004,Wagon,12,33.8,25.1,29.4,2,Automatic,Kia,Kia Soul Wagon,288,Diesel,Silver,178410,Used,Salvage,Frame Damage,5,Not Available,Paid,26016.94
Subaru,Outback,2006,Sedan,8,23.7,16.9,20.3,2,Manual,Subaru,Subaru Outback Sedan,218,Diesel,Silver,142632,New,Clean,None,5,Available,Unpaid,67469.45
Chevrolet,Malibu,2017,Convertible,12,25.9,18.5,22.2,7,Automatic,Chevrolet,Chevrolet Malibu Convertible,246,Diesel,Silver,177310,Used,Rebuilt,Minor Scratches,4,Not Available,Unpaid,40748.26
Toyota,Highlander,2002,Wagon,4,31.9,25,28.4,6,CVT,Toyota,Toyota Highlander Wagon,455,Diesel,Silver,49327,New,Salvage,Minor Scratches,4,Not Available,Unpaid,76787.32
Chevrolet,Malibu,2021,Convertible,12,15.1,11.4,13.2,4,Automatic,Chevrolet,Chevrolet Malibu Convertible,352,Diesel,Silver,143496,Used,Clean,None,4,Available,Paid,35601.55
Honda,Accord,2016,Hatchback,12,35,27.6,31.3,6,Automatic,Honda,Honda Accord Hatchback,489,Diesel,Silver,52612,New,Rebuilt,Frame Damage,4,Available,Unpaid,22320.89
Mercedes,E-Class,2023,Hatchback,4,31.5,27.6,29.6,7,Manual,Mercedes,Mercedes E-Class Hatchback,199,Diesel,Silver,81758,New,Clean,None,5,Available,Unpaid,37805.78
BMW,5 Series,1999,Sedan,8,15,11.1,13.1,7,Dual-Clutch,BMW,BMW 5 Series Sedan,309,Diesel,Silver,186090,New,Rebuilt,Frame Damage,1,Not Available,Paid,51707.66
Nissan,Rogue,2011,Sedan,10,21.2,11.7,16.4,3,Dual-Clutch,Nissan,Nissan Rogue Sedan,108,Diesel,Silver,150075,Used,Clean,None,1,Available,Paid,13842.8
Honda,Accord,2014,Truck,3,35.4,28,31.7,6,Automatic,Honda,Honda Accord Truck,346,Diesel,Silver,10358,New,Clean,None,2,Available,Unpaid,55708.17
Mercedes,GLC,2018,Truck,4,32.5,26.9,29.7,6,Dual-Clutch,Mercedes,Mercedes GLC Truck,157,Diesel,Silver,246724,New,Rebuilt,Flood Damage,2,Available,Paid,72122.78
BMW,3 Series,2015,Truck,6,33.4,29.1,31.2,7,Manual,BMW,BMW 3 Series Truck,322,Diesel,Silver,195491,Used,Clean,None,4,Not Available,Unpaid,22709.08
Toyota,RAV4,2012,Coupe,4,24,16.4,20.2,5,Dual-Clutch,Toyota,Toyota RAV4 Coupe,338,Diesel,Silver,178268,New,Rebuilt,Severe Collision,4,Not Available,Paid,33011.84
Honda,Civic,2006,Wagon,3,16.2,10.6,13.4,2,Manual,Honda,Honda Civic Wagon,395,Diesel,Silver,216767,Used,Clean,None,4,Not Available,Paid,15861.8
BMW,X5,2007,Truck,8,29.3,20,24.6,2,Dual-Clutch,BMW,BMW X5 Truck,299,Diesel,Silver,76418,New,Clean,None,4,Available,Unpaid,12400.55
Hyundai,Tucson,2004,Sedan,8,30,25.5,27.8,6,Dual-Clutch,Hyundai,Hyundai Tucson Sedan,543,Diesel,Silver,180753,Used,Clean,None,5,Available,Paid,54105.7
Subaru,Forester,2009,Coupe,12,30.8,25.1,28,7,CVT,Subaru,Subaru Forester Coupe,114,Diesel,Silver,118427,New,Rebuilt,Minor Scratches,4,Available,Unpaid,21431.72
Toyota,Corolla,2016,Convertible,8,17.7,10.1,13.9,2,Automatic,Toyota,Toyota Corolla Convertible,469,Diesel,Silver,246826,New,Salvage,Minor Scratches,4,Available,Unpaid,76080.6
BMW,5 Series,2009,Convertible,12,33.3,29.2,31.2,7,Manual,BMW,BMW 5 Series Convertible,110,Diesel,Silver,21737,New,Salvage,Frame Damage,5,Available,Unpaid,36371.95
BMW,3 Series,2018,Wagon,4,32.2,27.6,29.9,4,Manual,BMW,BMW 3 Series Wagon,124,Diesel,Silver,161358,Used,Clean,None,1,Not Available,Paid,69361.02
Toyota,Corolla,2023,Convertible,8,31.4,24.4,27.9,3,Dual-Clutch,Toyota,Toyota Corolla Convertible,255,Diesel,Silver,169121,New,Salvage,Flood Damage,5,Available,Unpaid,52001.02
Toyota,Camry,2021,SUV,10,19.3,14.8,17.1,6,CVT,Toyota,Toyota Camry SUV,125,Diesel,Silver,147913,New,Salvage,Minor Scratches,3,Not Available,Unpaid,58607.18
Mercedes,GLC,1997,Truck,10,15.1,11.2,13.1,4,Automatic,Mercedes,Mercedes GLC Truck,406,Diesel,Silver,28799,Used,Clean,None,2,Available,Paid,29300.68
BMW,5 Series,1997,Wagon,6,17.6,13.9,15.8,5,Dual-Clutch,BMW,BMW 5 Series Wagon,186,Diesel,Silver,188647,New,Clean,None,3,Available,Paid,66825.59
Kia,Telluride,2016,Hatchback,6,30.1,21.5,25.8,6,Manual,Kia,Kia Telluride Hatchback,167,Diesel,Silver,227982,New,Salvage,Severe Collision,4,Not Available,Unpaid,72574.14
Subaru,Legacy,2022,Convertible,8,16.1,11.3,13.7,5,Manual,Subaru,Subaru Legacy Convertible,536,Diesel,Silver,129962,Used,Clean,None,4,Not Available,Unpaid,66756.48
Subaru,Legacy,2013,Hatchback,12,32,26.8,29.4,4,Dual-Clutch,Subaru,Subaru Legacy Hatchback,419,Diesel,Silver,134820,New,Clean,None,2,Available,Paid,60007.79
Kia,Sportage,2020,Hatchback,3,22.3,18.4,20.4,7,CVT,Kia,Kia Sportage Hatchback,181,Diesel,Silver,135699,New,Rebuilt,Flood Damage,2,Not Available,Unpaid,39834.85
Toyota,Tacoma,2010,Convertible,8,18.6,16,17.3,6,Dual-Clutch,Toyota,Toyota Tacoma Convertible,141,Diesel,Silver,112085,Used,Rebuilt,Frame Damage,5,Available,Paid,72491.04
Kia,Soul,2004,Sedan,10,28.3,23.9,26.1,2,CVT,Kia,Kia Soul Sedan,161,Diesel,Silver,145542,Used,Clean,None,4,Not Available,Paid,27151.13
Chevrolet,Silverado,1995,Coupe,6,18.2,10.1,14.1,3,CVT,Chevrolet,Chevrolet Silverado Coupe,175,Diesel,Silver,136646,New,Clean,None,4,Not Available,Unpaid,26952.73
Mercedes,E-Class,2008,SUV,8,24.9,18.3,21.6,7,Dual-Clutch,Mercedes,Mercedes E-Class SUV,172,Diesel,Silver,35422,New,Salvage,Flood Damage,2,Not Available,Unpaid,14749.95
Chevrolet,Impala,2022,Wagon,6,37.8,28.5,33.1,7,Dual-Clutch,Chevrolet,Chevrolet Impala Wagon,292,Diesel,Silver,14719,New,Rebuilt,Frame Damage,3,Not Available,Paid,60853.05
Honda,Fit,2014,Convertible,8,27.3,25,26.1,5,CVT,Honda,Honda Fit Convertible,568,Diesel,Silver,92882,Used,Clean,None,5,Available,Unpaid,18300.67
Ford,Mustang,1996,Truck,8,13,10.8,11.9,3,Automatic,Ford,Ford Mustang Truck,295,Diesel,Silver,104471,Used,Rebuilt,Frame Damage,2,Available,Paid,5978.57
Kia,Optima,2014,Coupe,4,31.5,27.9,29.7,6,Automatic,Kia,Kia Optima Coupe,462,Diesel,Silver,233086,New,Salvage,Severe Collision,3,Not Available,Paid,28390.81
Toyota,RAV4,2006,Sedan,4,17.6,11.9,14.8,3,Automatic,Toyota,Toyota RAV4 Sedan,447,Diesel,Silver,57602,New,Salvage,Severe Collision,3,Not Available,Paid,7451.32
Chevrolet,Equinox,2003,Sedan,12,26,18.8,22.4,2,Dual-Clutch,Chevrolet,Chevrolet Equinox Sedan,578,Diesel,Silver,168751,New,Salvage,Minor Scratches,4,Available,Unpaid,38715.17
Ford,F-150,1998,SUV,6,30.3,21.2,25.8,5,CVT,Ford,Ford F-150 SUV,425,Diesel,Silver,82914,Used,Salvage,Frame Damage,1,Not Available,Paid,12826.14
Subaru,Crosstrek,2023,Convertible,8,33.4,27.2,30.3,3,CVT,Subaru,Subaru Crosstrek Convertible,514,Diesel,Silver,105621,Used,Rebuilt,Severe Collision,5,Available,Paid,40246.23
Toyota,Corolla,2001,Wagon,12,30.7,22.5,26.6,6,Dual-Clutch,Toyota,Toyota Corolla Wagon,361,Diesel,Silver,129945,New,Salvage,Minor Scratches,3,Available,Unpaid,65994.67
Nissan,Sentra,2013,Truck,3,29.1,25.4,27.2,3,Manual,Nissan,Nissan Sentra Truck,212,Diesel,Silver,100686,New,Clean,None,2,Available,Unpaid,25154.84
Ford,Escape,2022,Hatchback,10,28.5,23.7,26.1,3,CVT,Ford,Ford Escape Hatchback,491,Diesel,Silver,126130,Used,Clean,None,5,Available,Unpaid,36914.92
Nissan,Rogue,1997,Truck,12,24.7,20.5,22.6,6,CVT,Nissan,Nissan Rogue Truck,483,Diesel,Silver,206156,Used,Salvage,Flood Damage,3,Not Available,Unpaid,70551.6
Nissan,Frontier,2002,Hatchback,4,28.3,19.6,24,3,CVT,Nissan,Nissan Frontier Hatchback,379,Diesel,Silver,5772,Used,Salvage,Severe Collision,3,Available,Unpaid,33319.59
Honda,Fit,2015,Sedan,8,28.8,21.8,25.3,6,CVT,Honda,Honda Fit Sedan,244,Diesel,Silver,92406,New,Rebuilt,Frame Damage,1,Available,Unpaid,66853.86
Hyundai,Sonata,2021,SUV,8,32.1,24.9,28.5,3,Automatic,Hyundai,Hyundai Sonata SUV,213,Diesel,Silver,219356,New,Clean,None,1,Available,Unpaid,59845.2
BMW,3 Series,2002,SUV,4,17.5,14.6,16.1,5,CVT,BMW,BMW 3 Series SUV,125,Diesel,Silver,92908,New,Clean,None,5,Available,Paid,20351.2
Nissan,Frontier,1995,Sedan,12,31.1,26.8,29,6,Automatic,Nissan,Nissan Frontier Sedan,323,Diesel,Silver,25826,New,Rebuilt,Frame Damage,2,Available,Paid,43880.5
BMW,X5,1998,Hatchback,4,23.6,14.6,19.1,2,Dual-Clutch,BMW,BMW X5 Hatchback,554,Diesel,Silver,61544,Used,Rebuilt,Minor Scratches,5,Not Available,Paid,14176.22
Ford,Escape,2013,Sedan,4,26.8,20.3,23.6,3,Dual-Clutch,Ford,Ford Escape Sedan,209,Diesel,Silver,66025,New,Salvage,Minor Scratches,4,Available,Unpaid,53897.84
Nissan,Rogue,2005,SUV,6,34.8,26,30.4,4,Dual-Clutch,Nissan,Nissan Rogue SUV,285,Diesel,Silver,60135,Used,Clean,None,3,Not Available,Unpaid,9742
BMW,5 Series,2002,SUV,3,27.5,22.3,24.9,3,Dual-Clutch,BMW,BMW 5 Series SUV,411,Diesel,Silver,46019,New,Rebuilt,Minor Scratches,4,Not Available,Paid,53424.67
Subaru,Forester,2014,Convertible,12,23.1,14.4,18.8,4,CVT,Subaru,Subaru Forester Convertible,259,Diesel,Silver,27308,Used,Clean,None,4,Available,Paid,79767.3
BMW,3 Series,2008,Hatchback,12,31.1,23.2,27.1,3,CVT,BMW,BMW 3 Series Hatchback,222,Diesel,Silver,3614,New,Clean,None,4,Not Available,Paid,74431.94
Ford,Mustang,2008,Hatchback,6,33,26.4,29.7,2,Manual,Ford,Ford Mustang Hatchback,497,Diesel,Silver,162914,Used,Clean,None,2,Not Available,Unpaid,63981.56
Hyundai,Elantra,1997,Convertible,3,21.2,18.7,19.9,2,Dual-Clutch,Hyundai,Hyundai Elantra Convertible,519,Diesel,Silver,73570,New,Rebuilt,Severe Collision,3,Not Available,Unpaid,75198.97
Honda,CR-V,1996,Hatchback,3,20,14.5,17.2,4,Manual,Honda,Honda CR-V Hatchback,231,Diesel,Silver,89813,Used,Clean,None,1,Not Available,Unpaid,9172.05
Toyota,Corolla,1998,Coupe,8,23.2,16.9,20,4,CVT,Toyota,Toyota Corolla Coupe,474,Diesel,Silver,176474,Used,Rebuilt,Minor Scratches,4,Available,Unpaid,66027.31
Kia,Sportage,2013,Coupe,6,20.6,13.9,17.2,4,Dual-Clutch,Kia,Kia Sportage Coupe,401,Diesel,Silver,184795,New,Clean,None,2,Available,Paid,36566.66
Honda,Accord,2010,Sedan,6,13.5,10.5,12,5,Automatic,Honda,Honda Accord Sedan,468,Diesel,Silver,219518,Used,Rebuilt,Minor Scratches,3,Not Available,Paid,13243.44
Hyundai,Elantra,2018,Coupe,12,16.9,10.3,13.6,2,Automatic,Hyundai,Hyundai Elantra Coupe,507,Diesel,Silver,241103,Used,Salvage,Severe Collision,1,Available,Unpaid,64952.07
Hyundai,Tucson,2018,Convertible,10,27.9,25.2,26.5,2,CVT,Hyundai,Hyundai Tucson Convertible,572,Diesel,Silver,8747,Used,Clean,None,2,Available,Paid,43118.54
Mercedes,E-Class,2010,Wagon,3,33.6,29.9,31.8,3,Manual,Mercedes,Mercedes E-Class Wagon,557,Diesel,Silver,126407,Used,Clean,None,3,Available,Unpaid,61093.63
BMW,3 Series,2006,Hatchback,8,29.7,21.7,25.7,2,Automatic,BMW,BMW 3 Series Hatchback,437,Diesel,Silver,164408,New,Rebuilt,Flood Damage,3,Available,Paid,61641.43
Toyota,Corolla,2015,Hatchback,3,26.9,24,25.4,6,Manual,Toyota,Toyota Corolla Hatchback,298,Diesel,Silver,95599,Used,Clean,None,4,Not Available,Unpaid,50893.04
